username;mentions
NicoleTemmink;
MissMookate;Pieterhilhorst,emileroemer,LodewijkA,NOS
veranderwens;Zonnebloem1971
DannyFietst;remcovvd
Graftakde1e;1LuckyWorld
rmbkkr;markrutte
corneliszelf;
venkicken;
Zonnebloem1971;
_vvd;
FJBMGess;APechtold
HartsuikerJ;VVD_EMMEN
k_kaspert;
ivoboode;ArentsenH
SeniorenVVD;B_Beukers,D66
rinushoogstad;truusdemierr
ocluf16;mvdweijden,ericvanderburg,RudmerHeerema,VVD,nocnsf,KNZBned
RuudBerkers;xvh
ArthurBoone;
DannyFietst;remcovvd
boerland_jos;aukjedevries
JohnNagtegaal;geertwilderspvv,PVVop1
BasLamers;BastiaanHoltman
SimonVanDeBeek;remcovvd,jhmommers
ivoboode;KinsellaMusic5
Deduge1;truusdemierr
Dennus80;PVV_Op1
Ratatouile1;truusdemierr
ArjanvdHaar;
Kletskous;SusanVerheij
Rob_Doesje;
Adrienne1974;markrutte
Margreet_Jasper;Willem_GP
uithof_utrecht;guidobik
RuudRTweet;guidobik
VVDBunnik;ArthurKocken
maartenvdpas;
weedforum;
tvoorhamm;B_Beukers,D66
Luciavwesterla;Willem_GP
KinsellaMusic5;
vvdheerenveen;aukjedevries
Uylenhof;elsphi
joosthelms;B_Beukers,D66
SimonVanDeBeek;remcovvd,Energiecomm
MerijnKnibbe;Willem_GP
BvKnippenberg;elsphi
ivoboode;WimvanBeek1,R_de_Collier
verkiezingspro;
_vvd;
Elmajoh;truusdemierr,geertwilderspvv
BerryAarts;
ad_de_boer;HaroldHofstra,gertjansegers
HuibvanEssen;guidobik
elsphi;
eradus2911;TGIFinBrasil
FlorianBekkers;guidobik
Lesboulas;guidobik
_Eindhoven;
JudithJVJV;
PaulineDuimel;noknokitsme
TGIFinBrasil;
springspiritual;TGIFinBrasil
Djammi;Willem_GP
daanvandenbrink;B_Beukers,D66
AnnieKoenders1;VictorKortijs
PaulEMetz;Willem_GP
bmijland;Lawrence_Cheuk
Poolreiziger;
GerrieBijl;
leentjevier;
MarijnImmink;KiesKlimaat
marcelbenard;HaroldHofstra,gertjansegers
De_veroorzakers;TGIFinBrasil
SimonVanDeBeek;remcovvd,Energiecomm
christiaanpost;Willem_GP
francisherbers;guidobik
Stormpje1;Robvandergaag,groningen
Chasalin;
ThierryAartsen;vermorken,ThierryAartsen
dinie_van;TGIFinBrasil
Madkramdam;
JohnNagtegaal;markrutte
hahageha;nosdebat
ad_de_boer;Willem_GP
heksje_suus;truusdemierr,geertwilderspvv
reesiedensie;
LaMolina20;
OPJosvandenBerg;Martine_1973
TGIFinBrasil;
Frankeren;
365dagenonline;
FrankDruten;Willem_GP
BZIENGS;
JoWe1980;VVD
HildaPasschier;
peterkesseler;
FloorWittink;
hannalebos;supernuttig
WimvanBeek1;R_de_Collier
paulprive;guidobik
corneliszelf;VVD
Introversum1;Willem_GP
behagelslag;GosseDrent
RickMiddel;Willem_GP
spreeksteen;
MichelKleinCU;Willem_GP
_BDtE_;
petervalk1;truusdemierr
Snah1961;
3X6prophet;VVD
atDavid_Otten;
DaafTwit;Willem_GP
lara344;
StopSteenkool;Ende__Gelaende
nl_0223;
Bart_Canton;
sanderphilipse;Lawrence_Cheuk
KinsellaMusic5;
wouterklijn;corneliszelf
jwwennekes;guidobik
RichardWouters;Willem_GP
fuut_ruud;KiesKlimaat
Lawrence_Cheuk;
SaskiaG_MD;Willem_GP
Willem_GP;
Anietjuh67;RikHindriks,christenunie
HJvEssen;guidobik
KoenDeckers90;
corneliszelf;
noknokitsme;
SidneyPlankman;
MartijnTonies;
Marie1902;
wewantmerel;
supernuttig;
Bart_Canton;
guidobik;
RikHindriks;christenunie
TherryBoon10;
Knoepoeloeroes;
JoseKlerks;ArthurWarmer67,markrutte
BvKnippenberg;
Marcel_Kruijer;Duinmeester,VVD
rolfbakker;Meerdoemama
FloorWittink;
Frankeren;
Onweerstijnbaar;GosseDrent
ArthurWarmer67;markrutte
Hipsterleven;
Glurobert;
CiranoPV;
Tikolores;truusdemierr
lara344;
CeciliaHoogers;
Fietsreiziger;KiesKlimaat
charlee1959;ArwenScholten
ArentsenH;
HenkDaalder;
SpitsErasmusFC;
Hanneke75;
KiesKlimaat;
Hans_Ruck;timversnel
rolstoelplein;
Luc526;
FerraroSerge;
Sunita_Biharie;NicoleTemmink
boukehelmantel;MinPres
LonnekeMaraczi;NicoleTemmink
Rolien_1;
Rolien_1;
MGijzen63;truusdemierr
HilliedeKoe;NicoleTemmink
VVD_EMMEN;
GosseDrent;
TonHeerschop;NicoleTemmink
mheres;
ChefOltman1;krabman1,MinPres,VVD
theHeeenry;NicoleTemmink
Knoepoeloeroes;
SiempieZomaar;VVD
MeijerMeta;NicoleTemmink
MajinErik;frenkie4allll
Hipsterleven;
El_Griego79;NicoleTemmink
JohnNagtegaal;truusdemierr
SP_Alphenadrijn;NicoleTemmink
DiederikOlders;NicoleTemmink
JHMastenbroek;NicoleTemmink
daltonwz;truusdemierr
cmsNetherlands;NicoleTemmink
NicoleTemmink;
La_Moonnn;truusdemierr
Evita79497112;VictorKortijs
TrueStory2Tell;truusdemierr
HansEfde;geertwilderspvv
FlikFluimsnor;truusdemierr
favouriteshoes;petrakramer
FrankvanderVorm;
roskam_k;ArthurKocken
TrueStory2Tell;truusdemierr
Oeroeboer;
TN_Economie;remcovvd,liberaalgroen,jhmommers
EvaRuwe;truusdemierr
WeggelaarDennis;ArthurKocken
Ru260566;RicharddeMos
EvaRuwe;truusdemierr
FakeElvis;
iceteasippin_;marel1se
truusdemierr;
hada005;
mensextremist;
Gerrypoes;Opinieleader,VVD
healeyhome;J_Dijsselbloem
rabredewold;andrebosman
1_Vagabond;truusdemierr
franswinkler;Volledigenaam81
heksje_suus;truusdemierr
HazenbroekJo;truusdemierr
ThepenIrene;Kopernek,links_huftertje,JLdBnl
HazenbroekJo;truusdemierr
DLLN1900;frenkie4allll
MediaservicesEU;PieterOmtzigt
ArthurKocken;
nl_0223;truusdemierr
daltonwz;truusdemierr
JOLANDAGAAL;truusdemierr
MyopinionNL;telegraaf
Peterva53282244;markrutte
hansvandaele;
LindaBocker;LennartHarpe
VVDfirst;marcozelf
kleijn_kees;frenkie4allll
franswinkler;truusdemierr
ZanBizar;luis_pels
the_pronouncer;
johan_boogaard;JackMarsman
GeorgeVanbergen;RdeZwart,denuchterheid,LavieJanRoos
Heydoe;
noknokitsme;eindeloes
Showaddiewaddie;TwijfelBewaren
luis_pels;
GerardVVD;VVD_Zaanstad
JustSeeForMe;PieterOmtzigt
GWvrij;truusdemierr
VeggenteRay;Thijswnl
AliceVroom;
WVeldhuis88;truusdemierr
eelko76;
RuudKooij;TLKooi
GDijk1;JackMarsman
asifonly1;
netje9;PieterOmtzigt
VVDTerneuzen;
2dekamerpvv;JackMarsman
AZickermann;_vvd
RvRavenstijn;truusdemierr
AZickermann;_vvd
AZickermann;_vvd
AZickermann;_vvd
AZickermann;_vvd
RicharddeMos;
cpo3x;krabman1,MinPres,VVD
vermorken;ThierryAartsen
RamonDenz1;NLzorgfonds
VVDBunnik;TLKooi
AZickermann;_vvd
EfdeLolkje;aukjedevries
VVDBunnik;RosmarynBoender
nelkovacevic;VictorKortijs
AZickermann;_vvd
JohnNagtegaal;truusdemierr
ianmacd;
maryfloor;
Marcel_Kruijer;Duinmeester
Reinier_Vegter;
Andreavdploeg;
LiberaalNico;
AZickermann;_vvd
AZickermann;_vvd
AZickermann;_vvd
kaamertje;B_Beukers,D66
dennis_brakel;frenkie4allll
hebiknodig;RTLnieuws
Bvroom;Bvroom
Meningvrijheid;
VVDBunnik;remcovvd
hondamt85;1LuckyWorld
MariavanSoest;DavidEerdmans,SPnl
fdavw;1LuckyWorld
VVDBunnik;EddieForster
KaitangataTane;DilanYesilgoz
KubilayAnderson;FionaPunkRocker
debbie340;frenkie4allll
bastilladigital;_TMRPS
Thijswnl;Thijswnl
Chris_Nd83_8;PartijvdDieren
WimEilering;
1_Vagabond;truusdemierr
busnitized;
SATTELWEB;markrutte
eelko76;
Carona22016;
Freekweer;frenkie4allll
JeSuisMark1;
I_v_Pinxteren;HenkStrating
VVDBunnik;aukjedevries
Mr_adept_pvv;MinPres
Job1970;
WybrenvanHaga;RosmarynBoender
AlynatedLioness;EdRoodbeen
RuudKooij;yvonnekoolhaas,enroctoob,MalikAzmani,volkskrant
BemoerdeBoetie;Volledigenaam81
ericschiedam;yvonnekoolhaas,enroctoob,MalikAzmani,volkskrant
krabman1;MinPres,VVD
JackPecozi;frenkie4allll
ALICEGEURTS1;Carsfield_01
dsmih;Carsfield_01
_zaanstreek;
nasanasal;Volledigenaam81
vdl8;RVeelo
AZickermann;Eeuwhorst
johan_boogaard;VictorKortijs
VVDBunnik;Eeuwhorst
eMKaX2;TLKooi
Groeneveld65;
JJHagemann;VVD
ronalduitgouda;EddieForster
MalikAzmani;yvonnekoolhaas,enroctoob,MalikAzmani,volkskrant
lovemydogC;VictorKortijs
JudithTaat;VictorKortijs
De_veroorzakers;frenkie4allll
springspiritual;frenkie4allll
ericschiedam;GerardVVD,BarbaraVVD
AnnekeKamminga;TLKooi
_TMRPS;
ajwillems;Johnerous
AliceSchippers;
Carsfield_01;
VVDBunnik;Eeuwhorst
TGIFinBrasil;
vdwijkschrijft;
DeSimmelebim;
TetvLeeuwen;truusdemierr
JackMarsman;truusdemierr
JitzzzB;frenkie4allll
Marcokelderman5;TGIFinBrasil
cda_nieuws;
Jeroen_from_M;HelmaLodders,Jeroen_from_M
Rommelgem;
JacquelineWxxx;frenkie4allll
JannesvanRoermu;
chrisarfak;Carsfield_01
mbbcareconsult;TGIFinBrasil
hsv1956;VictorKortijs
doc_damage;
Garrincha777;JackMarsman
NL__POLITIEK;
GMetaal;VictorKortijs
jeandezwaan;VictorKortijs
corwindesheim;Carsfield_01
DilanYesilgoz;TLKooi
TGIFinBrasil;
Georgdorf;macdocman
TLKooi;
riemersma40;TGIFinBrasil
Vidoonl;VictorKortijs
JackPecozi;VictorKortijs
joke82260431;VictorKortijs
wilmagerritsma;VictorKortijs
noosevleq;VictorKortijs
WijWittevrouwen;MGvanDalen,VVD,VVDUtrecht
woutersanne;Carsfield_01
mening66;Carsfield_01
2dekamerpvv;VictorKortijs
npcv3110;1LuckyWorld
VVDGilzeRijen;vermorken,ThierryAartsen,gilzerijen
HertogAlex;FritstenHove
enroctoob;remcovvd
vvdbrunssum;
_vvd;
joke82260431;tommievrcetti
Carsfield_01;
_pvv;
catriona_ell;
ogssie;spacema09104056
rietvandon;Dwalingen
_d66;
RosmarynBoender;
ercolan66;Teunoever
_GroenLinks;
2dekamerpvv;tommievrcetti
Tovenaarsberg;berrylussenburg,mauricedehond
insaneworldwide;JackMarsman
sjbasant;
Batavus106;VVDBunnik,KeesBerghuis
kittekat4;trias_politica,Nieuwsuur
EddieForster;
RaadHilversum;RaadHilversum
RaadHilversum;RaadHilversum
chromosoom;berrylussenburg,mauricedehond
_vvd;
ger2591;Libertas_NL,uri4u,frenkie4allll,VVD
Dwalingen;Dwalingen
berrylussenburg;mauricedehond
HelmaLodders;Jeroen_from_M
afca1900michel;maryfloor
Kuipj;MyleneFluri,hasjee
PietFranke;GemmaFranke
vermorken;ThierryAartsen,gilzerijen
VieleersHans;1LuckyWorld
Gladstoned666;spacema09104056
daltonwz;maryfloor
AsiaReportcom;Opinieleader,VVD
weedforum;NOS
VVDWijchen;
maryfloor;spacema09104056
spacema09104056;
mening66;frenkie4allll
SATTELWEB;
AliMRabti;mauricedehond
Motown_movie;
Martin00887187;spacema09104056
maryfloor;
MiekeHoogvliet;hja2011,PieterOmtzigt
tgooinieuws;
Libertas_NL;
GeertKrist;
yvonnekoolhaas;
JandeVriesD66;VVD_Zaanstad
PcmPaulien;Opinieleader,VVD
monique31963;WimvanBeek1
OzingaFrans;NijkampD,joostvankeulen
andrebosman;remcovvd,liberaalgroen,jhmommers
MediaservicesEU;hja2011,PieterOmtzigt
Shadilay8;WimvanBeek1
dunderklumpken;Opinieleader,VVD
OoievaarStork;VictorKortijs
Henrymoonacroba;
xxesjuhxx;frenkie4allll
RosmarynBoender;remcovvd
remcovvd;liberaalgroen,jhmommers
johanvdbrand;vvdhaaren,Progressief96
MiekeHoogvliet;Opinieleader,VVD
EddieForster;truusdemierr
joke82260431;WimvanBeek1
OJongere;Buitenhoftv,jesseklaver
PlummerNL;
civisconfusus;
TrueStory2Tell;WimvanBeek1
spacema09104056;WimvanBeek1
kwybes;Opinieleader,VVD
oude_lap;JackMarsman
PsCoenders;TwijfelBewaren
annewillucas;aukjedevries
PieterMarinus;JackMarsman
_Economie;
FritstenHove;Opinieleader,VVD
Robwakker;
emmaliena45;Opinieleader,VVD
josvanbree;Eeuwhorst
baukepoelstra;VVD_Zaanstad
yvonnekoolhaas;enroctoob,MalikAzmani,volkskrant
rolfmre;B_Beukers,D66
Opinieleader;VVD
VVDBunnik;KeesKraanen,VVD
_vvd;
JackPecozi;Volledigenaam81
cpo3x;geertwilderspvv
ynnor55;
FKraats;Volledigenaam81
Martin1960;
arjenvdlugt;Antoinettelaan
TN_Economie;remcovvd
AffiliateLinkX;ianmacd,MinPres,markrutte
fransdraaijer1;DikEikenaar
Frank9Ki;PartijvdDieren
maryfloor;
EVETM;
Janver999;VVD
Eeuwhorst;
Bijan63;Buitenhoftv,jesseklaver
maryfloor;
Bruinsma_32;Teunoever
GWvrij;Teunoever
ziklies;MennoSwart,D66,DilanYesilgoz,VVD
remcovvd;
annevisserCross;JeanineHennis
puckvandervalk;truusdemierr
Blondemevrouw1;Teunoever
kimdrink;
Gerrypoes;frenkie4allll
1miljoenfotos;rmfheijder,nielsv_andel
vanderbraak;
aardengelpiet;
marvin_houkes;
Occupythegreedy;
CineversityTV;
Lichtmakers;
DjinnDjinni;
StopApple;
Dennus80;frenkie4allll
VissersH;
LexHofstra;VVDWaddinxveen
Gunnery55;LJAJStassen,VoorNederland
omnisofos;Volledigenaam81
charlotte101987;Volledigenaam81
karana19;
VVD_Zaanstad;VVD_Zaanstad
RuudKooij;EddieForster
nieuws_enschede;
Teunoever;
HansSteA;
mediamannetje;Bas_vanderSande
RonaldPlokker;
BockenYvonne;
ericschiedam;MinPres,VVD
evert40;maryfloor
nellyvanginkel;
okogam;frenkie4allll
HLonink;anten_frans
Aethonaia;JackMarsman
lara344;Volledigenaam81
Robwoltjer;EdRoodbeen
Stroopdoos;
banjer1234;frenkie4allll
GobyTweets;NOS
aukjedevries;
Markit_tweet;VictorKortijs
nieuws_van_nu;
Bruinsma_32;frenkie4allll
pewe63;frenkie4allll
sparreboom_j;EddieForster
IDLaunch;
basher_72;frenkie4allll
netje9;Jan_Born,eenvandaag,bas_haan
TinekeSenf;
BartZijp;janvandenoever,telegraaf
PhotoDick;DeSimmelebim
AukjevdV;
riablaakman;arieLcampesino
DikEikenaar;
harryvanrooijen;
CerianneBury;
GemelaGaby;EddieForster
EddieForster;
lennartsalemink;
Master_Jay_Jay;frenkie4allll
PingPongRamon;Robocap
yrrah_knigo;
PMolenaar84;VVDZuidplas,tamaravanark,VVD
ericschiedam;PvdA,VVD
Bas_vanderSande;
verfkwastJanny;
AadBloem;
HarryLakenman;VVD
Hugosmits1;VVD
AnjaOlthof3;acbodde
Leeuwenheart;
mauricewaalboer;VVDLimburg,cnijkerken,RegterschotK
MuslimInEurope;MuslimInEurope,MuslimInEurope
GuyBurssens;frenkie4allll
marcdeb;
frenkie4allll;
RuudKooij;Eeuwhorst
ahtlam;MarellaLute,OpiniezMagazine
medion55;frenkie4allll
onnohoes;VVDLimburg,cnijkerken,RegterschotK
RowenLok;
jansen_mila;
alsjebeterkijkt;Wellofgrief
jrgfloor;Transvuilwijk
Wellofgrief;
FloorWittink;decorrespondent
nichelistings;Transvuilwijk
KlaasRKremer;CeesLeenders
N1EUWS;
ahtlam;frenkie4allll
MariavanSoest;about_bitcoin,de_koekapie,chantal19892016,VVD
TheEagle_68;frenkie4allll
nokidding316;AnneMarieSnels,Jan_Born
frenkie4allll;
EWat98;VictorKortijs
CARTOONISThugo;
Kopernek;HappyKaffer
uri4u;MarellaLute,OpiniezMagazine
liannevanzon;
EdRoodbeen;
JacquesMBloi;VVDLimburg,cnijkerken,RegterschotK
DeSimmelebim;
ger2591;VictorKortijs
kirstenve_;
AIRwinS;MinPres
spartacusdart;kwybes
bart_sluis;ArendJanKamp
BiancaRutjes;rmfheijder,nielsv_andel
Maserati_Teun;MinPres
Niekja;Es7788,VVD,PvdA,AObtweets
yrrah_knigo;PetervanDijken
R_VANRAAPHORST;PartijvdDieren
Hoffnar;kwybes
AnimeJust;GewoonFreda,ZilteBotte
GemelaGaby;LokoCartoons
ogssie;Volledigenaam81
razzzmat;
_westfriesland;
Jelle_Hengeveld;
rmfheijder;nielsv_andel
JohnvdNet;Eeuwhorst
_pvdg;kwybes
marius_vliet;FleurAgemaPVV,Zorgvisie
martin_greven;vvdhaaren,Progressief96
claudiavis73;truusdemierr
robnijhoff;StevoAkkerman
HappyKaffer;
P_Stokman;ewaldeng
volkertvs;TwijfelBewaren
WimSomers;lorelei3112
DaveBoomkens;Joey_Engelen,Antoinettelaan
VNLnoordbrabant;
VVDDeventer;Eeuwhorst
ohzitdatzo;TwijfelBewaren
wakeup_kitty;Volledigenaam81
RdeZwart;LavieJanRoos
Kopernek;
he_peter;VictorKortijs
FJBMGess;
RonBraan;RdeZwart,denuchterheid,LavieJanRoos
petervalk1;PVVstrijders
PVVstrijders;PVVstrijders
tacoold;
BaatenLeo;VictorKortijs
L1vR;VictorKortijs
JanAmbachtsheer;VVDZuidplas,tamaravanark,VVD
zeeuwsvlaandere;
bartlickfeld;VVDLimburg,cnijkerken,RegterschotK
Bubbelonia;
MediaservicesEU;
60_henk;Transvuilwijk
FionaPunkRocker;
ronald_brok;VictorKortijs
haw19681;VictorKortijs
NancyNavarrett1;Volledigenaam81
Koos_commentaar;Derksen_Gelul,La_Moonnn
AnnikaGerwen;VVDZuidplas,tamaravanark,VVD
Volledigenaam81;
Greyman1966;
arnorutte;
henk_ram;bentualdepineut
Nath_Snoeijen;MartijnTonies
_Groningen;
ADelissen;lorelei3112
Culture_Slam;OpiniezMagazine
suzannewacanno;MartijnTonies
stefanboom73;
Irma_Koopman;lorelei3112
Transvuilwijk;
Transvuilwijk;
sappige;
lenifillekes;reinier63,telegraaf
alainkahn;JackMarsman
MGijzen63;r_deroonpvv,FleurAgemaPVV
willemwansink;Dulfera,VVD,groenlinks
ThierryAartsen;divhout,ThierryAartsen,APanhuizen
FritsCordoba;sylmarsha,RTLnieuws,geertwilderspvv
Dame2010;truusdemierr
Transvuilwijk;
GemelaGaby;Eeuwhorst
VVDHilvarenbeek;divhout,ThierryAartsen,APanhuizen
ger2591;JackMarsman,VVD
fozziebeertje;truusdemierr
Barteeeezzzz;changeumans
APanhuizen;divhout,ThierryAartsen,APanhuizen
DeSimmelebim;
divhout;ThierryAartsen,APanhuizen
KeesKraanen;Jelle_Hengeveld,KeesKraanen
Jelle_Hengeveld;KeesKraanen
Wilfried1978;truusdemierr
franswinkler;GHoogers
JakobVVDTilburg;Eeuwhorst
danielkoerhuis;
joechieckel;JackMarsman
VieleersHans;GHoogers
cda_nieuws;
changeumans;Barteeeezzzz
_Economie;
hagenaarjan;
Akkerjoost;VVDLimburg,cnijkerken,RegterschotK
michwiel;VVDLimburg,cnijkerken,RegterschotK
VVDLimburg;cnijkerken,RegterschotK
marcbonnes;RonaldaMath,VVD,PVDD
HLTPBV;volkskrant
willemwansink;tomjanmeeus,jesseklaver,groenlinks
RuudKooij;Eeuwhorst
Bas_vanderSande;
_pvda;
cees888;
_vvd;
2016groen;JackMarsman
Malouiner;truusdemierr
MennoLN;Zilversmit,DilanYesilgoz
geertvdweghe;truusdemierr
fredje23;MennoSwart,D66,DilanYesilgoz,VVD
franq77S;MennoSwart,D66,DilanYesilgoz,VVD
VeggenteRay;truusdemierr
Eeuwhorst;
nl_0223;truusdemierr
Johnerous;
Tikolores;pulpdeluukse
joke82260431;truusdemierr
PetraNijhuis;VictorKortijs
banjer1234;truusdemierr
jolanda63327;truusdemierr
DGNeree;truusdemierr
franswinkler;truusdemierr
Capt1caveman;PiratenGrn,parool,Piratenpartij
Johnerous;ewaldeng
AnnemiekOnstenk;nrc
RoelPrins1;TwijfelBewaren
veranderwens;MennoSwart,D66,DilanYesilgoz,VVD
FlikFluimsnor;JackMarsman
Grote_Kapsalon;VVD,D66
WimvanBeek1;JackMarsman
Tpzijl;
MennoSwart;D66,DilanYesilgoz,VVD
sylmarsha;RTLnieuws,geertwilderspvv
CMSchoolenberg;
marchelp13;VictorKortijs
pulpdeluukse;
san0255;Newshunkie,MinPres
EdRoodbeen;
Opinieleader;VVD
AliMRabti;HDDuurvoort,ploefke_,KevinPRoberson
CGardien;truusdemierr
hja2011;JackMarsman
NorthKoreaKimJU;PvdA
sabinekoebrugge;joostvankeulen
Bjornar011;LavieJanRoos,Louis_Bontes,VVD,VoorNederland
nieuws_020;
dvdeijk;lorelei3112
RvRavenstijn;HenkyD,3d1th5,hulswood
PaulineDuimel;HenkyD,3d1th5,hulswood
EdRoodbeen;
Wimrunner1;
charlesmartel36;
PietrickV;aukjedevries,Harry_Bevers
Newshunkie;MinPres
_Rivierenland;
voldringa;Percolator_HNJ,MinPres
VeldhuisC;HenkyD,3d1th5,hulswood
MiekeHoogvliet;EdRoodbeen
boyscholtze;vvdhaaren,Progressief96
Henrihappy;
YidArmyNL;Percolator_HNJ,MinPres
Dennus80;VictorKortijs
kracht_astrid;
FlikFluimsnor;EdRoodbeen
ogssie;Percolator_HNJ,MinPres
Eurabie;Percolator_HNJ,MinPres
Jomarov;Percolator_HNJ,MinPres
BouchibtiSamira;EddieForster
NEXITIUS;Percolator_HNJ
pewe63;VictorKortijs
The_Magnolian;
EvelienNetjes;Percolator_HNJ,MinPres
EdRoodbeen;
ogssie;JackMarsman
erkampGRN;ewaldeng
Harry_Bevers;aukjedevries,Harry_Bevers
julievdl_;DennisWiersma
JoshuaGC20;
LavaJatoNews;cmsNetherlands
verkiezingspro;
VVDSWFryslan;aukjedevries,Harry_Bevers
VVD_Regio_Noord;aukjedevries,Harry_Bevers
biedjaioepasie;ewaldeng
aukjedevries;Harry_Bevers
verkiezingspro;
verkiezingspro;
netje9;MDHeeremans
diejosina;VictorKortijs
FionaPunkRocker;
TinekeSenf;
Little_one_Ann;JackMarsman
TinekeSenf;
janineyve;VictorKortijs
AnitaVlam;ZelYassini,mflikkema,Astrid_Ens,ivo_b
DennisWiersma;VVDLdamVburg,PDuisenberg,DennisWiersma
verkiezingspro;
acuner_fatma;
BvKnippenberg;
JeroenvdBerg10;JackMarsman
ronkragten;
siegerwiersma;VVD
Wimrunner1;
ronkragten;
RIOTTO19801;cmsNetherlands
verkiezingspro;
cmsNetherlands;
BBalings;JackMarsman
TN_Economie;hbellaart
verkiezingspro;
meijer001;VVD,PvdA
WeggelaarDennis;KeesKraanen,VVD
peeth71;
DeniseStadman;
_vvd;
janlolkema1;aukjedevries
tonfvandijk;tomjanmeeus,nrc
MariaVANL;TwijfelBewaren
Astrid_Ens;ZelYassini,mflikkema,Astrid_Ens,ivo_b
petertbier;TwijfelBewaren
CP_4_Heerlen;
MarcusPluijm;fvdemocratie
woutersanne;Transvuilwijk
brittsnl;lorelei3112
CallmeAl2;TwijfelBewaren
AntiLinksFasc;Transvuilwijk
JohnVVD;janlolkema1,RudmerHeerema
JaapRiemens;
janlolkema1;RudmerHeerema
Dame2010;JackMarsman
mrArtigo;JackMarsman
dh_wil;JackMarsman
eradus2911;lorelei3112
_Alkmaar;
kruidje;lindavoortman,BHakstege
MariaVANL;JackMarsman
GlennTuyt;ThierryAartsen
waakhond7;NOS
ohzitdatzo;JackMarsman
ErikV002;JackMarsman,VVD
neeRUTTEnee;JackMarsman
wakarimassen;markrutte
egeltje68;Dwalingen
joke82260431;Dwalingen
Breinbrouwsels;
Malouiner;VictorKortijs
HollandsVerzet;joanna7450,telegraaf
_vvd;
verkiezingspro;
DirkSybenga;lorelei3112
_pvv;
Enemedia1;Dwalingen
EvelienNetjes;JackMarsman,VVD
Transvuilwijk;
VVD_Zaanstad;GerardVVD,BarbaraVVD
BarbaraVVD;GerardVVD,BarbaraVVD
FreeHolland0;_wieldraaijer
ChrisQ1933;JackMarsman
HannekeKadijk;VVDLdamVburg,PDuisenberg,DennisWiersma
YidArmyNL;JackMarsman,VVD
CharlotteAMP;
VVDLdamVburg;PDuisenberg,DennisWiersma
GMetaal;JackMarsman
nielsbonenkamp;GerardVVD,BarbaraVVD
MikeGerritsen9;VVD
JackMarsman;
dr_Oplul;JackMarsman,VVD
loeklook;JackMarsman
lorelei3112;
JohanvanKlavere;JackMarsman,VVD
mjhjongeneel;JackMarsman
Sylvia1963;JackMarsman
_wieldraaijer;YouTube
Chef_Relax;
Hannesz1956;JackMarsman
johnnybegood757;JackMarsman
GerardVVD;BarbaraVVD
vvdhaaren;Progressief96
erikerdbrink;JackMarsman,VVD
RdeZwart;
visuele;FTM_nl,PartijvdDieren
RdeZwart;
Bvroom;
CoquinCoquin;Merkel
TGIFinBrasil;NOS
_vvd;
_vvd;
vriesr17;WybrenvanHaga
Simone2492;MinPres
maryfloor;
JacobsTwan;Dwalingen
jeltijger;Dwalingen
justinpgdr;Dwalingen
PROPAGANDAPOLLS;Derksen_Gelul,VogelvrijeHArts,markrutte
_vvd;
DeSimmelebim;
nieuws_almere;
Alisea4;ewaldeng
PaulineDuimel;Powerboxie,NOS
lenifillekes;Dwalingen
JackMarsman;VVD
fkamstra;TwijfelBewaren
ElveTwelve;TinekeSenf
EricJorem;ANanninga
AntiLinksFasc;truusdemierr,ZilteBotte
joffrey25;
xBlossomSakura;truusdemierr
NieuwsNOPolder;
doenormaal_1;truusdemierr
Powerboxie;NOS
Olivierdegreef;ewaldeng
Wercundia;markrutte,VVD,RT_Erdogan
truusdemierr;ZilteBotte
SATTELWEB;geertwilderspvv
ErikV002;egeltje68
joffrey25;egeltje68
nieuwsindenhaag;
regio_emmeloord;
PROPAGANDAPOLLS;
TheGrey45;jjvpeperstraten,VVD
PROPAGANDAPOLLS;
_MarcusMC;VVDLdamVburg,PDuisenberg,DennisWiersma
JosefienHarmsen;ewaldeng
erikvanvonderen;
Veen6619;ewaldeng
Louk_Heugen;VcrWebsite,links_huftertje,valk1955
PROPAGANDAPOLLS;mauricedehond
ewaldeng;
JosTiel55;VVD,D66
leendertcombee;rlnwestra,rijnijssel,bentebecker
_pvv;
zantencor;egeltje68
GlennTuyt;VVD
_vvd;
verkiezingspro;
verkiezingspro;
Deregtx;RdeZwart,denuchterheid,LavieJanRoos
DeSimmelebim;
Para_l;
bentebecker;rlnwestra,rijnijssel,bentebecker
Andrea_Galla_;D66
dronten_nieuws;
Revolutionist32;Esther_Voet,bpschut
EvcMultimedia;
WaerdtC;truusdemierr
Sylvana0902;egeltje68
krommenie;VVD_Zaanstad
_urk_nopolder;
verkiezingspro;
pasvugts;rice_nl,tjeerdlindeboom
Sjakijo;markrutte
verkiezingspro;
verkiezingspro;
Jake14RC;
VVDWaddinxveen;VVDZuidplas,tamaravanark,VVD
verkiezingspro;
verkiezingspro;
cordebra;ANanninga
SoulBobMcrillen;fvdemocratie
beawem_bea;Koos_commentaar,truusdemierr,LemanVct,VVD
Hoezodat105;NOS
masterprogram1;MDHeeremans
rlnwestra;rijnijssel,bentebecker
PROPAGANDAPOLLS;markrutte
BurgervaderIfow;ANanninga
kwybes;
Aethonaia;D66,groenlinks,PvdA
VNL153;RdeZwart,denuchterheid,LavieJanRoos
celticspike;truusdemierr
LenyTanis;
der_laan;MoiestMarc
springspiritual;SvensTweet
charlotte101987;MoiestMarc
Nexitmarie;
